overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,image,style
1,True,"03 15, 2012",A3R5D6MJ2R7M39,B00006BN4U,KDMTJP,"Be careful--my order of 12 Power Bars arrived today, March 15,2012, with a ""Best By 10 Mar 12"" on the box.

Update: By just advising Amazon, they did an immediate correction offering to refund my purchase. Great customer service by Amazon for another Seller's issue.","Power Bars Arrive Past ""Best By"" Date",1331769600,7,,
2,False,"01 4, 2012",A2Y4S4CNGKF21S,B00006BN4U,TaniaL,"It's a shame that all the nutritional benefits of this bar went to waste on me because I couldn't even stomach the darn thing. It's literally just  a block of chewy mush with the sharpness of dark chocolate. There were even some random chunks of who knows what stuck in there. I've tried the creamy citrus flavor as well, and that I could at least get down.",Couldn't stomach it,1325635200,,,"{'Size:': ' Pack of 24', 'Flavor:': ' Chocolate'}"
5,True,"12 1, 2011",A1PYUE7BT3IF2O,B00006BN4U,mikekc433,Best buy and price for powerbars. Flavor is just like an oatmeal cookie. Great pre-workout snack with some water. Good for runners and high enurance athletes. High in carbs and a good amount of protein.,Great Deal,1322697600,,,"{'Size:': ' Pack of 24', 'Flavor:': ' Oatmeal Raisin'}"
5,True,"10 19, 2011",A3OXWTPYMOI268,B00006BN4U,Meike Weyrauch,"I ordered two boxes, to reach the level of free shipping, to be sent to my son who is a freshman in college living in a dorm room. He loves them and they are a great snack any time of day, or for late night studies!",Great college student care package!,1318982400,,,"{'Size:': ' Pack of 24', 'Flavor:': ' Chocolate'}"
5,True,"09 6, 2011",AZSQBH7ECR7CQ,B00006BN4U,jacqi kilbrith,i've had a lot of powerbars and energy snacks and this is one of the better tasting powerbar flavors. great purchase!,great purchase,1315267200,,,"{'Size:': ' Pack of 24', 'Flavor:': ' Oatmeal Raisin'}"
4,False,"06 22, 2011",A153Z14M79BKXB,B00006BN4U,Shaiya,"I am a lover of fruits. I enjoy preparing my own fruit shakes especially during the summer season. I am lucky because I have several relatives in the US which sends over a couple of the foods that they eat there, one of which is Power Bar Fruit Smoothie. They may have remembered me while they were enjoying this during their regular gym work-out. Thanks everyone!

Anyway, its time for me to place my verdict. The taste is absolutely yummy. I can eat a dozen of these while watching my favorite television show but in terms of its energy boosting effects, I have to rethink again. It must be due to the sugar included in its ingredients but I did not feel any boosting effect at all. Unlike what my Gene Eden Vir 101 supplements does for me. I am one of the few fortunate ones who is suffering from Chronic Fatigue Syndrome. I sleep long hours yet feel tired and eat more yet feel hungry. It's a complicated condition but with my Gene Eden Vir 101 I manage to perform my daily tasks with ease. I could feel it effectively suppressing the growth of chronic viruses in my body thus giving me the added push to go on with may daily activities.

Nevertheless, I took into consideration the taste and the price offered by the manufacturers and will still consider it a very great tasting snack. But for athletes, maybe they can find other power products that can stand true to its claim.",Forget about the energy boosting effect; lets just talk about the taste!,1308700800,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
3,False,"06 21, 2011",A1C3WKY6CEBTMK,B00006BN4U,Kristen,"This isn't really a PowerBar in the typical sense.  It's more of a thick smoothie-like fruit leather, if you can picture it.  It's all one consistency, meaning there's no coating, no filling.  Tastes like a smoothie but with a rubbery texture, so not that great, especially for an energy bar.  Doesn't seem filling enough to be 230 calories.",Not really a PowerBar,1308614400,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
5,False,"06 15, 2011",A153Z14M79BKXB,B00006BN4U,Shaiya,"I suffer from chronic fatigue syndrome. I really don't know how I got this illness but I soon experience extreme exhaustion and weariness from work very often so I ended up asking the opinion of my physician. He informed me that I have active virus which eats up most of my energy so I end up tired and confused.

I managed to hold on to my job thanks to the Gene Eden VIR 101 product which was given to me by my friend in the US. He himself is using it to combat latent chronic viral infection which results to lesser efficacy of the body's immune system. I am recovering fairly well after taking Gene Eden as my regular supplement but I wanted to perform the previous activities I enjoyed doing like regular gym work-outs and long walks in the park. Ever since I was diagnosed with chronic fatigue syndrome I was limited by my doctor to do strenous activities but with the aid of Gene Eden I feel long lasting boosting energy flowing through my blood stream.

I tried to combine Power Bar with one of my walks in the park and I was amazed how it kept my energy level high. I believe the electrolytes contained in these energy bar is sufficient to keep the cells of my body going.

I plan to do an hour of aerobic routine next week and is optimistic that both Power Bar and Gene Eden will not fail me.

Thank you very much for giving me a chance to live my previous life once again. I just hope eating much of Power bar won't make me fat in any way.","100% Effective, Everyone is Guaranteed to Love It",1308096000,,,"{'Size:': ' Pack of 24', 'Flavor:': ' Chocolate'}"
5,False,"05 10, 2011",A3FZD1F2JQK5HK,B00006BN4U,P. Shah,"I've used Power bars for several years now and when I saw this deal in Amazon for a total of 30% off with the Subscribe and Save program, I couldn't resist. And the bars arrived in two days even with the Super Saver shipping! Can't ask for more.",Great price for a great product,1304985600,,,"{'Size:': ' Pack of 24', 'Flavor:': ' Chocolate'}"
1,True,"04 17, 2011",A1EXH0TX3R2MTE,B00006BN4U,ghrab,"This item was part of a multi item order. Would have been nice to know upon ordering, rather than when the order was received, that the item is on back order.",Berry power bar,1302998400,,,"{'Size:': ' Pack of 24', 'Flavor:': ' Wild Berry'}"
5,False,"03 30, 2011",A3JH96799ND1ZU,B00006BN4U,Barbara,who like chocolate.  Out of all the power bars this is the only one i like.  Way cheaper at Wal-mart 5 bars for 4 bucks.,good for picky eaters,1301443200,,,"{'Size:': ' Pack of 24', 'Flavor:': ' Chocolate'}"
5,True,"02 9, 2011",A2YW72WK6I97UP,B00006BN4U,Kathleen E. Shelby,I had never tried these before but they will become one of my regular treats because they are really good!  I love the fruity taste.  And they are chewy and satisfying.,Very tasty and satisfying,1297209600,,,
5,False,"01 26, 2011",A25QF7PFCS2HYJ,B00006BN4U,Amazon Customer,"I like all the fruit smoothie Power Bars. When I have been at the gym for three hours...playing squash, on the bike, lifting...I get pretty tired toward the end. A power bar....(and a mighty tasty one)really helps me finish and not feel so exhausted.  Yes it has a bunch of sugar in it....but that's probably what makes it taste so good.  Hey when its all said and done....taste great to me and works!!",I like them,1296000000,,,
5,False,"10 14, 2010",A3AJWPGUYT7AHX,B00006BN4U,Ranger Marc,"Wild Berry is the best flavor of powerbars, although many of the others are also good.  Amazon shipping was quick, bars were fresh.  Use subscribe 'n save to get a better price!",Wild Berry Rocks!,1287014400,,,"{'Size:': ' Pack of 24', 'Flavor:': ' Wild Berry'}"
5,True,"09 3, 2010",A1D2UNTX8IROLO,B00006BN4U,NH Wifey,These particular power bars are very hard to find in my area of the country.  I like the flavor of these power bars over the  many kinds of power bars that contain mainly chocolate.,Hard to find,1283472000,,,"{'Size:': ' Pack of 24', 'Flavor:': ' Apple Cinnamon'}"
4,False,"07 17, 2010",AS6SH2JM2YY3H,B00006BN4U,R S Cobblestone,"You need a magic tonic to help you recover following a new personal best?  Good luck funding one.

You want a candy bar?  Keep looking.

However, if you want a well-packaged, carb-rich bar that won't melt in your hands, that will give you a sugar replacement that 15 minutes following your intense activity lasting 45-60 minutes, then this PowerBar Performance Energy Bar might work for you.

Nonfat chocolate milk might work just as well, but it certainly won't last 12 months in that pack under your bike seat or in your backpack's side pocket.

Know what you are getting, and use it appropriately.  Then you won't be disappointed!","Not magic, just convenient calories and carbs...",1279324800,,,"{'Size:': ' Pack of 24', 'Flavor:': ' Chocolate'}"
2,False,"05 27, 2010",A2SX1068IPJW5E,B00006BN4U,P. Zack,"I didn't like these at all, but I tend to favor the energy bars that use actual nuts, seeds, and pieces of fruit. I thought the taste was very ""processed"". Plus, I thought they were cloyingly sweet. I threw the bar away after a few bites. I know these might taste better than your average PowerBar, but I prefer a handful of cashews any day.",Not to my taste,1274918400,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
4,True,"05 12, 2010",ATUNIYC1CRGH7,B00006BN4U,PhD in Criticism,"Power Bar (brand name) has a good selection of high cal, high protein, carbs, balanced minerals and vitamins for the Extreme folk who undertake things like marathons.  They are pricey, though, so shouldn't be a substitute for good nutrition at regular meals.",Do you WANT more calories??,1273622400,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
4,True,"05 12, 2010",ATUNIYC1CRGH7,B00006BN4U,PhD in Criticism,"I got these for a new friend that's taken up Extreme things like long distance running.  They really help him as he was losing weight and didn't have any to spare in the 1st place.  Now he's building more muscle and endurance and these things help before, during and after... Always busy, always on the RUN.  He needs them.  They are the best product out there, but you pay the price.",Someone WANTS calories,1273622400,,,"{'Size:': ' Pack of 24', 'Flavor:': ' Oatmeal Raisin'}"
1,True,"07 17, 2009",A33G0ZK01KV68C,B00006BN4U,Jim Mike,"I've eaten chocolate powerbars for years.  A few months ago I noticed a significant flavor change.  Lots with expiration date prior to Sep 2009 still taste great.  The new flavor tastes like I'm eating chemicals.  I have no idea why they would change such a classic flavor, but they did...",New chocolate taste is lacking,1247788800,,,"{'Size:': ' Pack of 24', 'Flavor:': ' Chocolate'}"
5,True,"06 7, 2009",A3NZLA1M2SFX0F,B00006BN4U,Cristin,"These Power Bars are the best. They are delicious and filling and keep you going out on the bike. Beware the bars freeze when you are riding in freezing temperatures and you can't bite into them, but worth the wait when they warm up. Amazon offers excellent service and fast shipping as always. Enjoy!","GREAT Power Bars, fast shipping",1244332800,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
5,False,"11 13, 2008",AA7DSULMWBHOW,B00006BN4U,J. Kane,"I've always liked power bars even when they did NOT taste so good.  I'd take them on the trail with me while hiking or when riding my bike.  They are compact and packed full of energy.

The good news is that Power Bar has gotten better and better at improving the flavor and texture of their bars!

Try this one.  You won't be disappointed.",Tasty snack or lunch substitute...,1226534400,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
4,False,"08 19, 2008",A34A7QEBMYTALW,B00006BN4U,Nate,"I've always had a bit of an issue with PowerBars:  they look like someone has poured a chewed granola bar into a packet and sealed it up.  If the unopened bar even gets slightly warm, it warps all out of shape.  So when you open the pack, you get this weirdly shaped bar of stuff.  Even so, this new Fruit Smoothie bar, while not overly attractive looking, tastes pretty much like a fruit smoothie surprisingly enough.  PowerBar did a good job of hiding that usual ""protein bar"" taste with these.  The texture is a little strange and the calories are a little high, but if you can get over the weird sensation your tongue will get and use the bar as a meal replacement, then these bars a pretty dang good.","Looks Terrible, Tastes Good",1219104000,7,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
2,False,"07 31, 2008",A3QXDQF5L6XOTS,B00006BN4U,HalfGeek,"These aren't terrible.  I know, hardly a ringing endorsement, but I was a bit divided about the things.  They're not terrible.  But they're not particularly good either.  Now, PowerBars have their own unique flavor to start with, and I can deal with that.  I even buy them when I travel and need something to much on the flight.  But this flavor was a bit odd.  Okay, I know what it made me think of - those rubber taffee things we used to eat as kid, the long wide sticks - that's what they taste like.  Kind of a fake fruit flavor.  Again, not terrible, but would I buy it again?  No.  Try it if you're curious, but buy one - not a pack.","Gotta say, I don't love it",1217462400,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
2,False,"07 25, 2008",A2C27IQUH9N1Z,B00006BN4U,audrey frances,"I received a free sample power bar through the Vine Program and looked forward to trying it; when it arrived I was babysitting two preteens, so we each had a portion and all of us agreed -- yuk! I'm giving this item 2 stars because the flavor was fine; though one child said it tasted ""like vitamins"", I think he meant the good fruit-tasting vitamins. The problem with this bar is the texture -- it is VERY gummy, and even stretched a bit when we cut it into portions. As one chews, it becomes rubbery; in the interest of this review I had to force myself to finish my one-third portion because it was so unpleasant. If you're prepared for the texture you may enjoy the fine flavor, but otherwise I'd suggest you steer clear of this energy bar.","good taste, horrible texture",1216944000,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
3,False,"07 24, 2008",A2DI7UGT3YX4Q9,B00006BN4U,NyiNya,"I expected this to have a sweet, smooth taste, like the fruit blend drink. Instead I found a sharp, not quite unpleasant aftertaste as the dominating flavor.  This was not something I would choose. The flavor wasn't very good, the texture was a little too grainy, and the aftertaste just bordering on bad.  For people who crave smoothies, this is no substitute.",Powerful Aftertaste...,1216857600,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
2,False,"07 23, 2008",A3OMDSHIGTFY84,B00006BN4U,S. Fennell,"When it comes to nutritional bars, there is one thing that will drive me away faster than anything else; if that bar has the consistency of Silly Putty.  I'm sorry to say that's the case with the Fruit Smoothie Power Bar. The fruit flavor was not too bad, but that was just not enough to get me past the texture, which other reviewers have described as being very similar to Laffy Taffy. I think that's a pretty accurate assessment.  WAY too chewy, and a bit gritty as well, this is definitely not something I would buy off the shelf for a quick snack.",Not something I would try again,1216771200,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
3,False,"07 23, 2008",A1HOLJW15Q5S5V,B00006BN4U,"James John Hollandsworth, M.D.","This is basically a hunk of quick carbs with some electrolytes and other additives.  It WAS tasty, but does it really do anyting more for you than an ordinary candy-bar? I'm not convinced on that one.","Fast, tasty carbs",1216771200,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
4,False,"07 20, 2008",A1XBHP8UAJ303T,B00006BN4U,Michael,"I was pleasantly surprised by the tangy fruit flavor of these Berry Blast PowerBars. Obviously, you won't get the cool-down effect of an icy fruit smoothie, but the lighter flavor, as compared to chocolate and other dessert-inspired varieties, is perfect for summer. Plus, with 17 vitamins and minerals, it appears to be a healthy snack.

It's marketed as an ""Energize"" bar, but don't expect any significant pick-me-up effect. You'll get more of a boost from a mug of caffeinated coffee. Plus, 24 grams of sugar per bar might scare some away. But, if you're looking for a tasty snack to tie you over till your next meal, I think it's a pretty good choice.",Pleasantly surprised,1216512000,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
3,False,"07 19, 2008",A2GUE1T9LNWZ0T,B00006BN4U,Robert in NY,"This bar may well provide a bit of quick energy, but I found the taste achingly sweet. Too bad, because if it were a bit more tart and a lot less sweet,  it might be quite pleasant.",Too Sweet  For My Tastes,1216425600,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
4,False,"07 18, 2008",A3T3S48UAVTUE9,B00006BN4U,JanFlorida,This bar was a pleasant surprise.  The flavor was subtle and the taffy consistancy was a surprise but overall tasty!,Berry Delicious,1216339200,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
2,False,"07 17, 2008",A1RIQUDE4B8NGX,B00006BN4U,Wildness,"First off this bar is much moister than PowerBar's that I have tried in the past; so much so, that when I held vertical, it would bend one way or the other until the top when past horizontal.

But moisture alone does not make a good energy bar. The Fruit Smoothie PowerBar isn't bad per se, but it is not very good. It is sweet, but it doesn't really taste much like a fruit smoothie, especially not a smoothie from the likes of Jamba Juice. It is just kinda of sweet and pliable.

I would recommend one try the Odwalla bars instead, they are much better tasting and they are like eating food, not something out of Soylent Green.","Moister than previous PowerBar experiences, but...",1216252800,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
3,False,"07 17, 2008",A1XRXOSMIFKM0Y,B00006BN4U,R. Zappelli,I didn't get up and sprint around the blocl after I ate this bar so I'm not sure as to how much energy it actually provided but it hate a good fruity taste and was about the right size for a quick snack. The bar was quite chewy but that did not distract from it's enjoyment. Would certainly try this product again.,Chewy,1216252800,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
2,False,"07 17, 2008",A1TMAVN4CEM8U8,B00006BN4U,the gunner,"Power Bar Fruit Smoothie, Berry Blast

I like the flavor of this bar, but, the ingredients show too much sugar for me and not enough protein. If it had less sugar and more protein, I'd recommend it.

Gunner  June, 2008","I like the flavor of this bar,but",1216252800,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
3,False,"07 17, 2008",A2X3L31KCXBHCL,B00006BN4U,R. Song,"Power bars in general are very soft and chewy. They're not my favorite, but they are not bad. This one has a strong fruity flavor, similiar to taffy. The ""vitamin flavor"" is noticeable, but not horrendously strong. This is a good choice for an occasional snack on the go. Power bars keep well in the car and if they get too mushy due to heat, they recover well when cool again.",Good snack in a pinch,1216252800,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
5,False,"07 17, 2008",A3GL23SV2AH3FR,B00006BN4U,Michael Frazzini,"i try to bicycle commute to work as much as possible (~3 days a week during nice weather).  just before taking off in the morning i like to eat something -- and really liked this smoothie power bar.  it's not too sweet, is a good size, and has a bunch of vitamins (e.g. 100% vitamin c, 100% B12, 25% calcium, etc).  generally a good bar before exercise and on the go.",good bar.  not too sweet.,1216252800,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
4,False,"07 17, 2008",A2TI8XP8GY1RO1,B00006BN4U,DukeOfEarl,"It's surprisingly very tasty, but I recommend eating only half at a time.  It's pretty good out of the fridge and once it has thawed just a little.  If you eat the whole bar in one setting, it's a bit much with the fruity flavor.  But half of it?  Excellent!","very tasty, but...",1216252800,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
2,False,"07 13, 2008",A3A15L96IYUO6V,B00006BN4U,Michael S.,"First immediate impression: really sweet and artificial tasting. Though it kind of tastes like fruit punch in my opinion, it's kind of a shocking type of taste for a product like this. Definitely a bit like candy as reviewers have mentioned.

Apart for the energy, it did keep me going for a game of basketball I had about an hour after eating the bar. Nutrition facts aren't that great compared to completing products, however. And like other products from this manufacturer, they're still quite expensive per single bar.",A bit too sweet,1215907200,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
4,False,"07 11, 2008",A1BB03CRRHU0RJ,B00006BN4U,Jay Bird,"As an athlete, I have used Power Bar products for years.  I have to say this is one of the better tasting Bars.  Has a definite strawberry flavor, without being too sweet.  If you haven't ever had a Power Bar, then you may be surprised at the texture.  These are not candy bars!  They provide a great energy boost when you don't have time for a full meal.  Excellent for slipping in your bike jersey pocket for eating on the road.  Highly recommended.",Decent taste and gives you a definate stamina boost.,1215734400,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
3,False,"07 11, 2008",AS6SH2JM2YY3H,B00006BN4U,R S Cobblestone,"Me, I'm generally a big fan of PowerBars.  I don't look at them as ""power bars,"" but rather snacks that are agreeable, tasty, convenient, portable, and nutritious.

PowerBar's Fruit Smoothie (""Berry Blast"" flavor) is almost there, with a few big caveats.

I shared my PowerBar with 4 others, teens and adults.  All found the flavor better than expected.  One noted that it had a ""fruity gum"" flavor.  I had a similar reaction; it wasn't unpleasant.  All gave it a thumbs up for flavor.

The consistency was soft in 80 degree heat, like soft taffy.  When placed on a plate, it stuck to the plate and you had to literally peel it off.  There was a sticky residue left on your fingers and on the inside of the packaging.  This didn't make it the cleanest snack.

There were the 24g of sugar in one serving.  I thought this made it too sweet.

My biggest complaint was the lack of dietary fiber in this ""fruit smoothie"" (less than 1 gram; PowerBar's Harvest Bars have 5g).  The illusion is a package of real fruit.  Well, real fruit is full of soluble and insoluble fibers, essential nutrients.  The fiber tossed out in the manufacturing process here probably ended up as livestock feed, which is ironic when you think about it.

So for the consumers who have the illusion that they are 'eating"" a real fruit smoothie,  this bar is, obviously, something else.  Just remember, the PowerBar Fruit Smoothie isn't going to replace a banana and a Clementine orange in your diet.

FOLLOW-UP:  Two years later, with a much more strenuous workout regime (participated in Wasatch Back RAGNAR relay last month, 29 hours, 189 miles), the thing I like about this bar is that it is easy on the stomach as a recovery bar.  It's not a candy bar or, if you use it as one, it's an expensive piece.  I use it AFTER a run or strenuous workout (defined as a run of at least 5 miles, 8.5 minute miles or better, or a full hour of core workouts).  I like the tanginess.

 Just throw some in your gym bag.  You're good to go!",Fruit without the fiber is too close to candy...,1215734400,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
2,False,"07 11, 2008",A2LJY0HWDYR1IN,B00006BN4U,Twitch,"Even in the over saturated world of diabetic-coma inducing, sugar laden energy bars, PowerBar's Fruit Smoothie Berry Blast's Nutri-Grain meets taffy consistency and one-step-beyond-sweet flavor makes it stand out a fairly unpleasant eating experience. While it's not the worst tasting ""health"" product I've encountered, I think I'll just stick with the granola.",Low Rate and Just Short of Awful,1215734400,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
1,False,"07 10, 2008",AZAKCIFE27RAA,B00006BN4U,Chicago Gal,"I found this bar to be labeled wrong. It should of been SuperSweet Fruit Smoothy. 24g sugar, 42g carb and only 6g protein. The smoothy I make in my blender is quick and healthy using a protein mix with fresh or frozen fruit. Cannot see myself ever purchasing this. Did not like the candy taste and with such little protein, is not a healthy on the go bar. There are many healthier bar choices for a quick energizing snack. Thumbs down.",Not for my taste!,1215648000,2,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
4,False,"07 10, 2008",A2MO9URO4526Q2,B00006BN4U,N. Burt,"This was a pretty good energy bar.  The taste was good.  I did notice a energy boost and it was not too high in sugars etc.  Overall, a pretty good product.",Not bad,1215648000,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
2,False,"07 10, 2008",A25KKXUQQ0OLWB,B00006BN4U,Lynn Ellingwood,"I tried this Powerbar with another person.  We both were not pleased with the taste.  We felt it was oddly grainy in texture and while we could tolerate the berry taste, we didn't think we'd ever want another One!  I don't think we are going to finish this bar.  Not the best I've ever tasted and I would never buy this again!",Not So Hot!,1215648000,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
5,False,"07 10, 2008",A2SSV6KM3W1VFD,B00006BN4U,Happy In Life,A very tasty practical treat you can grab on the go...... who always has time for a sit down breakfast? ... Well grab this instead .. get some good nutrition and a smile while your at it because it actually tastes GOOD !,Tasty!,1215648000,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
3,False,"07 9, 2008",A26X7W5UM5QFT4,B00006BN4U,Grits,"It wasn't too bad, but was just too sweet for my wife's taste (I ended up not being able to try it, because it turned out to not be gluten free - which I need).",TOO sweet,1215561600,,,"{'Size:': ' Pack of 12', 'Flavor:': ' Mixed Berry Blast'}"
5,True,"12 15, 2011",A2534IWCAT9V0W,B00006FMLY,Mari,"All products from wilton are absolutely incredible. These are not tiny balls of sprinkles, they are slightly bigger and just what I was looking for for the cake idea I had. A must buy for fabulous ideas. Arrived quickly : ) so that was a plus.",Superb,1323907200,2,,{'Design:': ' Multi-Jimmies'}
5,True,"10 20, 2011",A1UG9994QF7A4T,B00006FMLY,hespina,Wilton Flowerful Medley 6 Cell es de muy buena calidad lo recomiendo 100 % son muy buenos y son muy economicos,excellent,1319068800,,,{'Design:': ' Flower'}
3,True,"07 6, 2011",A1QUCDXBHZHRDM,B00006FMLY,T. S. Ching,"some are really cute, the hearts were really nice but some patterns are more fragile than others. Butterflies arrived in pieces so I am a bit disapointed...",cute but...,1309910400,3,,{'Design:': ' Animals & Stars'}
4,True,"04 6, 2011",A2XNTC1B9IV8CT,B00006FMLY,Gracie,"These sprinkles are great colors, and work perfectly for what I am using them for. But the container they come in is very short and doesnt come with that much sprinkles.",No actual picture of the container...,1302048000,22,,{'Design:': ' Multi-Jimmies'}
5,True,"01 25, 2011",A1U5J87611GFL0,B00006FMLY,Cake_Decorator,It is better than i imagine. Every shape has its own room and no change to get mixed. It is perfect!,amazing,1295913600,,,{'Design:': ' Animals & Stars'}
3,True,"07 26, 2010",A2W10KWEB96OUS,B00006FMLY,Ethel Tinsley,"I don't have much to say on this product- except for the fact that I bought it for a ""just in case I need it for a cake"". But then I realized real quickly that I can use one cell for the whole bottom trim of a cake, I wouldn't be albe to use more sprinkles if i wanted to on another cake. There's just not enough sprinkles in there. But its great for cupcakes and the sprinkles look cute- I just wish the cells were bigger to hold more sprinkles.",Ehh..its okay.,1280102400,2,,{'Design:': ' Flower'}
1,False,"08 28, 2009",A2A2A2VGPIVSX1,B00006FMLY,M. Maksoud,"1 star is far too good..it deserves nothing. I will never buy wilton food products on line.
I received my order that its expiration date has expired.",cheaters,1251417600,34,,{'Design:': ' Flower'}
1,False,"12 20, 2008",A1C68GAR56NFAH,B00006FMLY,C. whitnell,"I received my order that its expiration date has expired.  This item is a food item and if the expiration date has expired, it should NOT be sent to the customers.  It would cost me just as much to return the item than what I had initially paid for - the item and the shipping charges. Food products that has an expiration date should be checked properly before sending out to customers. I find this a ""ripped off"".",item with expiration date that has expired,1229731200,65,,{'Design:': ' Flower'}
4,True,"03 7, 2008",A2SPQV427JB2LE,B00006FMLY,Pat Petrashek,The product was just as described.  We have no shops in our area that sell items like this.  Postage was a little high.  Was impressed by the biodegradible packing 'peanuts'.,cake decorations,1204848000,4,,{'Design:': ' Flower'}
5,True,"08 13, 2017",A3V9B39UEE35W4,B00006FMLY,overshopper,Work great for bath bombs. Shiploed fast. Great quality.,Great!,1502582400,,,{'Design:': ' Multi-Jimmies'}
5,True,"08 7, 2017",A3PMPK39R9M0RP,B00006FMLY,Randoll,EXCLENT,Five Stars,1502064000,,,{'Design:': ' Flower'}
5,True,"08 1, 2017",A12G14XHSI0HOY,B00006FMLY,Stephanie,"Nice color assortment, the container is handy as well as it holds all of the colors separately",Best assortment of colors I've found,1501545600,,,{'Design:': ' Multi-Jimmies'}
5,True,"07 11, 2017",A16FV82APPI8A4,B00006FMLY,Kim S. Gerber,Exactly as described,Perfect,1499731200,,,{'Design:': ' Multi-Jimmies'}
4,True,"05 12, 2017",A2BH1L6BYE10,B00006FMLY,Reading specialist,Wilton has great products. This container is quite small. Not what I expected.,Four Stars,1494547200,,,{'Design:': ' Multi-Jimmies'}
5,True,"05 10, 2017",A130EXHBLU0VZL,B00006FMLY,nacy,Perfect colors for decorating,Just what I'd expect from Wilton,1494374400,,,{'Design:': ' Multi-Jimmies'}
5,True,"04 14, 2017",A2WLVRJE3CSSI4,B00006FMLY,Barbiedoll,Good item.  Will buy again.,Delicious!,1492128000,,,{'Design:': ' Multi-Jimmies'}
4,True,"04 12, 2017",A2X2Q06U2YO9ZX,B00006FMLY,the girls,As described,Four Stars,1491955200,,,{'Design:': ' Multi-Jimmies'}
3,True,"03 11, 2017",A2UDQARWGU4EEQ,B00006FMLY,americangirl,"For $.20 cents more, I could have gotten a much bigger container that Target was selling. These are much smaller than I expected. The colors are ok, not the problem, the whole thing is just way smaller. I would have been better off buying at Target. Wish I had done that price comparison before purchasing; that's on me. But it's not worth sending back.",I would have been better off buying at Target,1489190400,2,,{'Design:': ' Multi-Jimmies'}
5,True,"03 10, 2017",A1333MWNMRUD28,B00006FMLY,Stephanie Johnson,"Good variety, faur price, smooth transaction.",Five Stars,1489104000,,,{'Design:': ' Multi-Jimmies'}
5,True,"02 26, 2017",AAOMBCDETBO7P,B00006FMLY,Amazon Customer,great,Five Stars,1488067200,,,{'Design:': ' Multi-Nonpareils'}
5,False,"02 26, 2017",A1QTYTI4IJ3KDG,B00006FMLY,Stormy B,As described. Vibrant colors!,Nice,1488067200,,,{'Design:': ' Multi-Jimmies'}
5,True,"02 7, 2017",A3QJK6NZ47Q6O6,B00006FMLY,Jamie Andrikopoulos,"I bought these to use specific colors for a funfetti cake. I needed 2 containers to compleate the recipe and had all the red and orange left over since i didn't want those colors in my cake. They worked well in the end and I was happy with the results. I did mix in a few other sprinkles I had already too, but the majority of them were from here.",Great for funfetti cake,1486425600,2,['https://images-na.ssl-images-amazon.com/images/I/711505KXBkL._SY88.jpg'],{'Design:': ' Multi-Jimmies'}
4,True,"01 15, 2017",A16PX6AI2T518I,B00006FMLY,Amazon Customer,Happy with the color choices. Preformed to my expectations,Four Stars,1484438400,,,{'Design:': ' Multi-Jimmies'}
