overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image
5,,True,"12 29, 2012",A208ZZPJ19BCVB,1934089338,Melanie,i love this book it has everything you need to know and so many ideas you will want to make,great for starters,1356739200,,
2,,True,"12 28, 2012",A38PSP86LHDQCI,1934089338,DandSGrandma,"The ""recipes"" in this book are interesting, but - unless you're a professional cake decorator - most of the cake pops in this book would be very difficult to make.",Not as simple as they make it sound........,1356652800,,
5,,True,"12 26, 2012",AY9I6L9PCSX3T,1934089338,saleh albuhasoon,it is a nice item i have not seen like this item before i will advise my friend to buy it,good,1356480000,,
3,,True,"12 24, 2012",A3UMOI0PZUZVXV,1934089338,cdojanet,"I don't know what I was expecting, I guess easier, more simple designs.  Might be good for someone more experienced.",Cake Pop Book,1356307200,,
5,,True,"12 21, 2012",A3EYW6QVMC0BLG,1934089338,leila lima,"O LIVRO NAO  PROPRIAMENTE UM LIVRO DE RECEITAS E SIM UM LIVRO DE IDEIAS DE DECORAAO. NESSE SENTIDO, ELE CUMPRE EXATAMENTE O QUE PROMETE. MUITAS DAS IDEIAS PODEM TAMBEM SER TRANSPORTADAS PARA DOCINHOS DE FESTA, ENTAO, EU ACHEI MUITO INTERESSANTE.",MUITO BONITINHO,1356048000,,
5,,True,"11 27, 2012",A2Y5Z1NEJ4MQ16,1934089338,Quiqui,This magazine has beautiful picture that offer the opportunity to make great works. It's an easy procedure and techniques. You will used it with childrens.,Incredible magazine,1353974400,,
5,,True,"11 25, 2012",A15I1HBA7A4AFQ,1934089338,ajmeema,This is a very fun book. My sons enjoy trying to do some with me...eating most. They chose the style and we try to make them. Love them getting involved with baking,Fun,1353801600,,
4,,True,"01 24, 2012",AE6J5OZJFFAC2,1934089338,Linda J Spinks,"I am looking forward to making pops for my grandkids. Photos are wonderful and inviting,I just wish they diagramed the how to more. I have not made these before and the extra help would be good and make this an excellent purchase.",good buy,1327363200,,
5,,True,"12 29, 2011",A2Z2C2N05SJJUO,1934089338,Cindy Weinberg,Loved the ideas in the book and cannot wait to make them in the future for different events.  Not sure if I have the patience for the amount of detail on these pictures but they sure are cute.,Great idea book,1325116800,,
5,,True,"12 26, 2011",AAZP21BUNH251,1934089338,legacychick,"I was looking for a complete book with lots of decorating ideas. Wilton has it covered. The designs range from beginner to advanced but all achievable. It has recipes, tricks and ideas. Don't fool around with other books. This book covers all the bases. BTW, these cake pops are SO cute and yes it works. Fill the pans 3/4 full not all the way to the top! you will alleviate the Saturn rings and bake between 15-20 minutes or they will burn. Great purchase.",Comprehesive and Perfect !,1324857600,,
5,,True,"12 18, 2011",AAZYCAYYA113D,1934089338,Pandora,The book has various ideas for brownie designs and thus gives an alternative to cake at any event.  The designs can be as easy or as complex as one desires.,Wilton's Brownie Book,1324166400,{'Style Name:': ' Brownies'},
5,,True,"11 1, 2011",AWK92BE20IRE5,1934089338,Luv2Create,"Great book, very colorful, gives ideas for every occasion.  Gives great instructions on how to make the different shaped cake pops.",Great for Ideas,1320105600,,
2,2.0,True,"10 17, 2011",AH7UKL07XZXRV,1934089338,Big Mama,"There are some really good ideas in here, but the instructions are minimal and vague. You have to already know what you are doing in the decorating department before you can do most of these designs.",Not for the inexperienced,1318809600,,
5,,False,"09 6, 2011",A29GEO2RA7I7QR,1934089338,Jessica A.,"Great book of ideas on an up and coming fad. Shows you how to get started, all the variations, and a lot of decoration. Good purchase!",Adorable,1315267200,,
5,,True,"08 31, 2011",A1GKLRRAOEJ27Z,1934089338,Meg,"I bought this book to go with a Babycakes Cake Pop Maker that I just purchased. The book includes recipes for cake pops made with crumbled cake and frosting, but with my cake pop maker, I really only needed the book for the decorating ideas. The book provides dozens of great ideas to decorate cake pops for just about any occasion, from simple designs to more complex. I can't wait to get started...",Really great cake pop ideas!,1314748800,,
5,,True,"08 25, 2011",A3BOAC1PU1QKL0,1934089338,ctb,This book is wonderful...........it comes with so many ideas and I'm really looking forward to trying them all.  I think the book is well worth the price.,great cake pops book,1314230400,,
4,,False,"08 20, 2011",AJ9QWYJUT5VO5,1934089338,Betty &amp;#34;Be&amp;#34; Boop,The pictures in this book are so cute and I know most kids and adults will enjoy looking at any pop made from this book.  I have never made a pop before but am willing to try.,Cute book!,1313798400,,
5,,True,"08 20, 2011",A2OU4VGIAX7FJV,1934089338,Cora,"So I bought this book because I decided to make cake pops for my best friends baby shower, and it was very helpful. I had bought another book also, but it didn't give as many tips as this one and didn't have as many different cake pop ideas. I would definitely recommend this book to anyone who is a beginner when it comes to making the pops.",Cake Pops,1313798400,,
5,,True,"08 17, 2011",A6NNXACVHNU3Y,1934089338,Heather L. Proctor,I love this book!! I think its better than the bakerella pop book. I do own both though.  There are SO many ideas!,So many ideas!!,1313539200,,
5,5.0,False,"06 25, 2011",A33EN2ZL2MS0CI,1934089338,Compay,"This booklet is absolutely loaded with amazing ideas, although it shouldn't be your first purchase if you're new to making cake pops.  If you're in need of a how-to book with photo tutorials, you'll want to start with ""Cake Pops: Tips, Tricks, and Recipes for More Than 40 Irresistible Mini Treats.""

What I enjoyed about this booklet is that you're provided with a basic list of decoration needs for each pop, so you know what supplies are required.  While I'm not a big fan of the pops that call for cut-out fondant, I'm glad that they included pictures to inspire you.

In addition to providing you with great photos of decorated cake pops, the booklet also offers up a variety of display ideas.

I have already attempted a few of the cake pops available in the booklet, I consider this an excellent investment.  Just keep in mind that it's not really an instructional book, but basically a great collection of examples to inspire you.",Terrific Supplement to the Bakerella Cake Pops Book,1308960000,,
4,,True,"06 25, 2011",A1PT9URJ7A9VMP,1934089338,Lo,There's a lot of cute ideas in here that would be great for kids parties and what not. I've tried a few and they're pretty easy to create. Some however require other wilton products like their brownie pops mold.,Lots of fun ideas,1308960000,{'Style Name:': ' Brownies'},
5,,True,"05 7, 2011",A39RIYKSW6CMVJ,1934089338,Adice,I love all the ideas and the ilustrated information so you  see how to do it it's very helpfull. You should be able to make beautyfull Cake Pops with all the ideas or combining them. Love it...,Great Book!,1304726400,,
4,2.0,False,"04 29, 2011",A1NMA7RV0JZQYD,1934089338,FIRR-Kids!,"Literally, we could not tear ourselves away from this book. Adorable pops are adorned with a staggering array of toppings and decorations - the result is just a mesmerizing display. Although we have yet to put stick to treat, we're having a fabulous time pondering the possibilities. I had previously seen and heard of cake pops, but I had no idea how many ideas had sprung forth on this concept. Wilton makes the possibilities seem positively endless!

The first chapter explains the basic principles of pop making. The classic cake pop is crumbled cake (baked, then cooled) mixed with frosting, rolled into balls and dunked into melted candy. Alternatively, you could pack this mixture into silicone molds for shapes beyond simple balls. Or skip the crumbling option and bake cake batter, brownie or cookie dough right in the molds. Even rice krispy treats can be cut into cute shapes or pressed into molds. Step one seems manageable to me: choose your base.

Step two is much, much harder. This is when you must decide how to decorate your naked pops. And this is where we ran astray, struck by the hundreds of adorable choices. The second chapter alone provides roughly one dozen choices per page on each of twelve pages. The dips and toppings (a huge array of colored sugars and shaped sprinkles) used for each pop are listed, but there are not specific instructions. Rather, the materials are listed for each pop and you would use the photograph as the guide to apply the toppings. Some of the pops are just rolled in the toppings, while others are applied in a pattern, but using the photos as a guide is instruction enough.

The next three chapters are filled with more intricate pops and provide greater instruction. Some of these are just ... wow! Choices include itty bitty slices of cherry pie, ballerinas, pirates complete with polka-dotted bandanas and eye patches, a flock of flamingos, and even some tiny tacos. You name it, Wilton has figured out how to make it into an adorable pop. I can see how people could get a little caught up in making these. There's a seemingly perfect pop for every occasion and all are cute as can be. If you are considering trying your hand at pop making, Wilton Pops! Sweets on a Stick would be an excellent guide. Just realize that if you show up once with a plate filled with cuties like these, you'll be expected to produce on a regular basis.",Tons of pop ideas - wow! Hard to decide what to make.,1304035200,,
4,,True,"04 8, 2011",A2YV5ZO5CJOB5B,1934089338,High Expectations,"This book is a great way to come up with ideas and spark your creativity!  The pops are adorable!  It is not as good of a how-to book as the Bakerella book, but it definitely is worth buying!  If you are just getting started I would buy the Bakerella book first.",Great Ideas,1302220800,,
5,2.0,True,"09 27, 2011",AJ94EZJ2UTAY9,1935305441,Boodabear,These little magnets are so fun and very sweet leave little messages on the fridge for someone you love can also teach the kids how to form simple sentences great product,Sweet & fun,1317081600,{'Color:': ' Love'},
5,16.0,True,"09 10, 2011",A3OTDY0T2QHJZJ,1935305441,Ken D Stephenson,"My wife is losing weight, and I got this set of magnets for her as a reward for hitting a little milestone, and she loved it! She immediately started pulling out some helpful slogans to put on her metal organizer and on the fridge, and she's lost more since then.",Good Gift,1315612800,{'Color:': ' Encouragement'},
5,11.0,True,"09 5, 2011",A2KNRBBL82E8D9,1935305441,A. Reynolds,I love to post little notes of encouragement to myself. This is such a great way to do it. This product is durable and easy to use.,Encouragement.,1315180800,{'Color:': ' Encouragement'},
4,107.0,True,"08 22, 2011",ALQR5DMN3K1BN,1935305441,jamie,"A nice supplement, great quality, 72 words, but with one ""the,"" one ""and,"" and one ""s"" not a stand-alone pack.  Comes in a nice small metal re-usable box, so nicely portable.

Contains: a*2, an, the; and, but, or, as; always; in, of, to, on, for, with; I*2, me, my, he, she, it, you, your, we, our, us;
be, am, is, are, have, do, feel, like, will, bring*2, make, sing, happen, giggle, laugh, love, give, take, glow;
anything, blue sky (one tile), day, friend, happiness, heart, laughter, rainbow,  smile, sunshine, vibration, warmth;
good, better, brilliant, ecstatic, full, happy, jubilant, positive;
s, ed, er, ing.",pleasant little box 'o happiness,1313971200,{'Color:': ' Happiness'},
3,3.0,True,"06 1, 2011",A1EWXHH6O4WVIL,1935305441,Alex Tran-Flahive,So there were a few choice words that were missing but I suppose those are reserved for the truly foul mouthed (haha) but overall I have had fun with this poetry kit. I bought a magnetic board to hang in my office at home and it helps me chuckle when I might be bored or perhaps a little frustrated. I'd recommend it to a friend.,Sailor mouth approved!,1306886400,{'Color:': ' Obscenities'},
5,,True,"05 3, 2011",A130C7W7UDBGOY,1935305441,MzG78,I love these little magnets. It's a gret way to leave little notes for the person you love! Very cute.,LOVE ..very cute magnets,1304380800,{'Color:': ' Love'},
4,7.0,True,"01 21, 2011",A29SDTTPMASNVN,1935305441,A.J. Howard,"This was an addition to our exhausted current collection of poetry magnets.  Without actually looking at the measurements, I expected this to be larger. In the end, it was small enough to be a ""cute"" stocking suffer and funny enough to pack a punch when the whoop ass magnets were combined with what we already had.",Little but packs a punch...,1295568000,{'Color:': ' Whoop Ass'},
5,,True,"02 23, 2018",AX0G1AOI3K7F,1935305441,Amazon Customer,cute and made in America,Five Stars,1519344000,{'Color:': ' Awesome'},
5,,True,"02 22, 2018",A1AWZWMMHLTCKW,1935305441,Amazon Customer,"Purchased for my son, he love's this. It's on his fridge and they have a great time with it.",It's on his fridge and they have a great time with it,1519257600,{'Color:': ' Whoop Ass'},
5,,True,"02 15, 2018",A1CO4UOIXRQP3Q,1935305441,Kelsi,Bought it as a housewarming gift and they loved. Comes with lots of words. The tin is a little smaller than you think.,Bought it as a housewarming gift and they loved. Comes with lots of words,1518652800,{'Color:': ' Obscenities'},
5,,True,"02 14, 2018",A3SS0FP86H6T1N,1935305441,megan,This is so cute and I love coming up with all different combinations to leave on my chalkboard. They genuinely do make me feel happy and I already have received compliments on my quotes that I create. Definitely a fun and relaxing purchase.,Happiness in a Box,1518566400,{'Color:': ' Happiness'},
5,,True,"02 14, 2018",A2R4FRRGHYZRGF,1935305441,Sarah W,These are great bought several different packs for my fridge. Me and my husband have had fun leaving notes.,Five Stars,1518566400,{'Color:': ' Bliss'},
5,,True,"02 13, 2018",A3V83OMMHNI6QR,1935305441,Catherine F,"My mom loves it, even without the basics magnets",Five Stars,1518480000,{'Color:': ' Faith'},
5,,True,"02 12, 2018",A4TX96SOHO4U2,1935305441,Lexxie Dutton,These are hilarious and wildly useful,Five Stars,1518393600,{'Color:': ' Obscenities'},
5,,True,"02 11, 2018",AIS9GZEFEGGMW,1935305441,jen,Fun little extra words.,Add on,1518307200,{'Color:': ' Peace'},
4,,True,"02 10, 2018",AINOXSIYRUDTU,1935305441,Randi Leigh,"Vey, very small.  The size of a breath mint box.","Vey, very small. The size of a breath ...",1518220800,{'Color:': ' Smut'},
5,,True,"02 8, 2018",A2K657ZXTZDKWH,1935305441,Cindy Jones,I loved that they are all single or double words on each magnet.  I was so surprised at how small they are.  The image in the add looked larger.  I was very satisfied overall.,These magnets are very small (but just right),1518048000,{'Color:': ' Whoop Ass'},
5,,True,"02 7, 2018",A1O4HQ1Z7WBO4U,1935305441,Tor Hallett,REALLY small but fun!,REALLY small,1517961600,{'Color:': ' Obscenities'},
5,,True,"02 2, 2018",A2Q9EK9WKGFGCG,1935305441,C. DeMarco,Was a gift for my brother and he is having tons of fun with this!,Verry funny gift!,1517529600,{'Color:': ' Booze'},
5,,True,"01 26, 2018",A26V28O57CAMH1,1935305441,ebower,Perfect Christmas gift,Five Stars,1516924800,{'Color:': ' Love'},
4,,True,"01 25, 2018",AQ4MGZ9U3K16Q,1935305441,Essential Oil Mermaid,perfect for what I needed it for.. Thank you,Four Stars,1516838400,{'Color:': ' Leo'},
4,,True,"01 17, 2018",A16D3PYUNR5LEZ,1935305441,duncancritters,Provided limited entertainment for holiday house guests. Buy 2 or 3 so you have a better supply of words.,Cute,1516147200,{'Color:': ' Falala'},
5,,True,"01 11, 2018",A2DTA4Y5NVSPAI,1935305441,KKayP,SO FUN AND flirty. I got this for my husband and me. However Ill have to get the kids one. They have already started to do their own thing with our LOVE words. Lol Cute product!,Very fun and flirty. Hubby and i have fun with it.,1515628800,{'Color:': ' Love'},['https://images-na.ssl-images-amazon.com/images/I/71uqLxuYXcL._SY88.jpg']
5,,True,"01 8, 2018",A1ZBPG0DHQ6QQJ,1935305441,Smith,fun and festive,Five Stars,1515369600,{'Color:': ' Falala'},
5,,True,"01 4, 2018",A248LIU89AV6F7,1935305441,Addison,Great for kids learning to read,Five Stars,1515024000,{'Color:': ' Love'},['https://images-na.ssl-images-amazon.com/images/I/71AaIPPGoeL._SY88.jpg']
5,,True,"01 2, 2018",A461GFMIWBBS5,1935305441,G. Stout,umm...I'mhungry,Five Stars,1514851200,{'Color:': ' Weed'},
5,,True,"12 29, 2017",A19ZL0IF9PB4IQ,1935305441,Amanda Turner,These are great! We love leaving little notes for each other to come home to! Thinking about grabbing another set to expand our vocabulary,These are great! We love leaving little notes for each other ...,1514505600,{'Color:': ' Passion'},
4,,True,"12 15, 2017",A2KQVR3XVUFU6N,1935305441,Bob,Dirty little words. I couldn't have done better myself.,Fun,1513296000,{'Color:': ' Smut'},
4,,True,"12 14, 2017",A2X4AEKYMVDU8V,1935305441,John,They weren't kidding about this being a little box. It's about the size of half of a deck of cards!,They weren't kidding about this being a little box. ...,1513209600,{'Color:': ' Encouragement'},
5,,True,"12 11, 2017",A2B69T5XI9TVN4,1935305441,AmazonCustomer101,"Great magnets - the tin is small, and the words are small, but I don't expect anyone to try to read them from far away.
It's more like a fun little addition to your desk space or trip to the refrigerator.
I'd suggest buying two sets if you want to make more than a sentence or two at a time.",Fun gift,1512950400,{'Color:': ' Encouragement'},
5,,True,"11 27, 2017",A34WW8RUF8XVF3,1935305441,Jill,"Students in my office exact comment: ""These are great! There is no way to write something mean!)  I am a school counselor and found these to be a cool little thing to have in my office.  The kids love it!  I like it's positivity!",Great find! Positivity!,1511740800,{'Color:': ' Encouragement'},
4,,True,"11 19, 2017",AIHB87H8CN35D,1935305441,Professional Buyer,Fun but very time consuming to separate all the pieces.,Four Stars,1511049600,{'Color:': ' Obscenities'},
3,,True,"11 6, 2017",A3NVLG5EG90577,1935305441,Anita Hoskins,"I guess I didn't read too much into this item but it was so small with very few words for something that was almost 9 dollars I think. Still fun to have around if you're just expanding on those larger, normal word kits.","Fun, but limited for the money",1509926400,{'Color:': ' Smut'},
5,,True,"11 1, 2017",A1TIPQF5HFSID,1935305441,cristian,love it,Five Stars,1509494400,{'Color:': ' Booze'},
1,2.0,True,"11 1, 2017",A171PZXWGYHCMX,1935305441,C Mcl,"The price is waaaaay too high for this tiny tin (like about 1 inch x 2 inches) of even tinier magnets. Regret buying, a waste of money, and returning costs too much to be worth the bother. Just a waste!",Very disappointing,1509494400,{'Color:': ' Happiness'},
5,,True,"10 16, 2017",ALNABTR19P7GM,1935305441,Max Lennon,Love it,Five Stars,1508112000,{'Color:': ' Obscenities'},
5,,True,"10 7, 2017",AWUW8C67QT7GT,1935305441,Shannon,"Has all the dirty words your heart desires, but be aware you are not getting a lot of basic words with this set. It is more of an add on kit.",Has all the dirty words your heart desires,1507334400,{'Color:': ' Smut'},
3,,True,"09 27, 2017",A39GWHUPQ3PQH7,1935305441,Beetlejuice,Could use more word choices but still,Three Stars,1506470400,{'Color:': ' Obscenities'},
5,,True,"09 26, 2017",A1R2B2M34OEBEO,1935305441,JaneDoe,Absolutely love this pack! Roommates and I are gonna have a blast using them!!,Five Stars,1506384000,{'Color:': ' Smut'},
5,,True,"09 18, 2017",A2DLLKQNPI18VN,1935305441,Prime Customer,"We have really enjoyed these and had some good laughs.  The container was smaller than I expected, but that doesn't effect the quality of the magnets.",We have really enjoyed these and had some good laughs,1505692800,{'Color:': ' Booze'},
5,,False,"09 15, 2017",A1CE4TA2EOOH53,1935305441,Oliver,"My sister need it. Fast and in time. They preformed there duty with honor and respect. In the hot summer, they will be better. Excellent product . High quality and very vaule for this price .",High quality and very vaule for this price .,1505433600,{'Color:': ' Encouragement'},
2,,True,"08 26, 2017",A27ANNCXQ1VXU0,1935305441,Charles B.,"This box is really a small tin, like pocket sized Altoids sized tin of about 30-40 words with a Christmas theme to them. The other 30 or 40 are really repeats of other words if you have the base Magnetic Poetry or any of the larger themed sets. So the selling point claims 72 words, which is about a third of the larger set (that usually have about 200 words), but at almost $5/word it doesn't seem worth it.  Overall, these add some Christmas themed words to your, but the small size of the box means its easy to loose and the small number of words doesn't mean there is much here before you have burned thru most of these in displays at home or at work.",More like Tiny box of magnetic words for the Fa La La,1503705600,{'Color:': ' Falala'},
1,2.0,True,"08 26, 2017",A3VE6DZPEZEK1K,1935305441,Jamie T Leavitt,It says it comes with 72! I opened it and there are literally only three magnets in here. I bought this as a gift and am mortified!!!!,Warning!!!! Did NOT deliver what it promised!!!!!!!,1503705600,{'Color:': ' Happiness'},
5,,False,"08 22, 2017",A1FFRPVT7AJ1IH,1935305441,Rebecca Rosamond,"I got these for my partners fridge and we have had a blast with them! It's awesome that there are so many packs to expand with, I will definitely be picking up a few more.",Very Cute,1503360000,{'Color:': ' Love'},
5,,True,"08 20, 2017",A2W3VXRAALJOZQ,1935305441,Lili,Great gifts!,Five Stars,1503187200,{'Color:': ' Thanks'},
3,,True,"08 2, 2017",A2PUA5IMNJJOZO,1935305441,Angela Hughes,"This is an early purchase for a gift and we didn't open it yet, but the box is much smaller than I expected.",Very small,1501632000,{'Color:': ' Awesome'},
5,,True,"07 28, 2017",A1KVL42II8DZZM,1935305441,Matt M.,FUN addition to other word magnet sets!,Five Stars,1501200000,{'Color:': ' Obscenities'},
3,,True,"07 27, 2017",A1HUDJRN3CGGGG,1935305441,Sarah E.,"I have mixed feelings about this. I guess I was naive to not look up the list of words in this set but be warned: they are not PG-13. I was expecting things like ""bang"" and ""kiss"" but oh was I wrong. More embarrassingly, I gifted this to my boyfriend's roommate and then upon finding out the content of it, felt like I had to replace it, so I bought the ""food lovers"" magnetic poetry kit. Unfortunately my boyfriend's roommate put both sets up on the fridge which made for some interesting synergies.","I was expecting things like ""bang"" and ""kiss"" but oh was I wrong",1501113600,{'Color:': ' Smut'},
5,,True,"06 24, 2017",A1H62TM4LJUPXW,1935305441,Laura,These are a fun addition to another kit I have.,Five Stars,1498262400,{'Color:': ' Faith'},
4,,True,"06 20, 2017",A1T9EVS7729NWM,1935305441,Br33zy,Really small!  But fun,But fun,1497916800,{'Color:': ' Obscenities'},
5,,False,"06 12, 2017",A2VKXKLPK15XVY,1935305441,Gary M.,I love these magnets my fridge says the worst things on it and I crack up every time i get something to eat.,I love these magnets my fridge says the worst things on ...,1497225600,{'Color:': ' Obscenities'},
5,,True,"06 10, 2017",A13OWJOBS7Z90I,1935305441,Kathy Dannel Vitcak,"I can leave the exact perfect message I want to leave for my husband to enjoy when he gets up. There it is the perfect summation of my mood du jour in black and white on the refrigerator. Thank you for creating such a kit for those of us who view swearing as a competitive sport. Yes, cussing DOES make it better!",%$#@%^&*,1497052800,{'Color:': ' Obscenities'},
5,,True,"06 6, 2017",A15O67PI4B7PIH,1935305441,Juice,I love these.  I have them on my own fridge.  I like to give them as stocking stuffer gifts/game night prizes and people love them!,Awesome gifts or game prize,1496707200,{'Color:': ' Awesome'},
4,,True,"05 31, 2017",A2L4N4H5NU11O1,1935305441,Linda Hall,thank you,Four Stars,1496188800,{'Color:': ' Awesome'},
5,,True,"05 18, 2017",A8FBVOWLT1UA9,1935305441,Amazon Customer,Lots of fun to surprise your housemate/SO/dog with whenever they go to the fridge. Keeps everyone laughing.,Always Purchase!,1495065600,{'Color:': ' Weed'},
5,,True,"04 26, 2017",A4R7AZKIO8903,1935305441,Amazon Customer,This is a really nice little set. My daughter and I have enjoyed mixing and matching to create our own little verses.,This is a really nice little set,1493164800,{'Color:': ' Peace'},
3,,True,"04 26, 2017",AVRDCAHH2AFXR,1935305441,Melissa J,smaller than expected,Three Stars,1493164800,{'Color:': ' Smut'},
5,,True,"04 11, 2017",A3AWDWJRZV7NK0,1935305441,Donovan A Salvador,great product,Five Stars,1491868800,{'Color:': ' Smut'},
4,,True,"04 11, 2017",A11JUFVNAGECB8,1935305441,Alice,"Yes, this is a cute idea but the price is a little steep for a tiny can of words to place on your refrigerator. I somehow thought there would be more substance.",Meh,1491868800,{'Color:': ' Whoop Ass'},
4,,True,"04 4, 2017",A2IQ2E0ARY0OGJ,1935305441,Carlos Curiel,"They are pretty fun and let you get creative. Although I would like a few more ""words"" to create more sentences",They are pretty fun and let you get creative,1491264000,{'Color:': ' Obscenities'},
4,,True,"03 30, 2017",A3Q60U48NTU6OD,1935305441,sam zoost,"they're super funny, didn't have as wide a variety of profanities as i'd hoped but still fun",Four Stars,1490832000,{'Color:': ' Obscenities'},
5,,True,"03 26, 2017",ATRGVE1EQ13LK,1935305441,Mary Scott,"Again, my teen-age niece loves these, but can't say them so I get to for her.  ","Teenagers, too fun.",1490486400,{'Color:': ' Smut'},
5,,True,"03 21, 2017",A2QXQME3U3K3A9,1935305441,Amanda Young,so clever for a stoner household,Five Stars,1490054400,{'Color:': ' Weed'},
5,,False,"03 21, 2017",A83YN965RRQBF,1935305441,Helen T,Gave as little appreciation gifts to co-workers.  They loved them!,Great gift!,1490054400,{'Color:': ' Awesome'},
3,,True,"03 19, 2017",A2BMTE9W0WCIR0,1935305441,Anais Parker,Teeny Tiny,Far too small,1489881600,{'Color:': ' Awesome'},
3,,True,"03 17, 2017",AF57Z4UB2A9PE,1935305441,Matt C.,pieces are very thin,Three Stars,1489708800,{'Color:': ' Encouragement'},
5,,True,"03 8, 2017",A16BV7NPMMNP0J,1935305441,MeglyB,Very fun!,Five Stars,1488931200,{'Color:': ' Love'},
5,,True,"02 24, 2017",A3B3N5RXD61NO0,1935305441,Amazon Customer,"Lots of fun, guests at parties are entertained at refrigerator and interacting together creatively ND laughing the entire time!",Five Stars,1487894400,{'Color:': ' Obscenities'},
5,,True,"02 21, 2017",A1UD08T2AVZA30,1935305441,A. Bennett,"It's fun to see what our friends leave behind on the fridge after parties using these, haha. Note that they are bold font compared to some other sets.",It's fun to see what our friends leave behind on the ...,1487635200,{'Color:': ' Smut'},
5,,True,"02 21, 2017",A159DLIHSRO0NK,1935305441,Amazon Customer,So cute & small. I love it. So did my hubby! Thanks!,I love it. So did my hubby,1487635200,{'Color:': ' Passion'},
5,,True,"02 20, 2017",AZ0U9L6AMMVME,1935305441,happyhappyjoyjoy,Gift for my daughter. She loved these.,She loved these.,1487548800,{'Color:': ' Encouragement'},
5,,True,"02 12, 2017",AR82XAKRBJOHZ,1935305441,Amazon_Junkie,"Love these but don't purchase is you don't want young eyes to see them. They are definitely vulgar, not much variety outside of the smut in them. They have a pretty good bit for the size they are. I have already purchased 2 more sets.",Read this,1486857600,{'Color:': ' Smut'},
5,,True,"02 4, 2017",A3MU5SID5YJP0H,1935305441,BRENT MIERS,Exactly what I was after.,Five Stars,1486166400,{'Color:': ' Obscenities'},
3,,True,"02 4, 2017",AMEI8LSFYR6Q5,1935305441,Roberto Cruz,"Tiny magnets, limited words.",Very tiny magnets,1486166400,{'Color:': ' Awesome'},
5,,True,"02 2, 2017",A1K4OPK919ZS05,1935305441,LIQUIDSILVER,I can get even MORE creative :),Great add-on!,1485993600,{'Color:': ' Smut'},
5,,True,"01 30, 2017",A3FSD0HOZTPRQK,1935305441,Amazon Customer,I purchased for a Friend....She enjoyed very Much!,She enjoyed very Much,1485734400,{'Color:': ' Obscenities'},
5,,True,"01 18, 2017",A3SCMXMA72PCX9,1935305441,Star,So adorable!,Five Stars,1484697600,{'Color:': ' Hope'},
3,,True,"01 17, 2017",AUD0MNMYMJ8FK,1935305441,Laura A Beal,much smaller than I thought it would be.,tiny,1484611200,{'Color:': ' Awesome'},
3,,True,"01 16, 2017",A3EIPW9S5H9U26,1935305441,Pgh,"Probably should have looked at more reviews.  Just saw one that says the tin is about the size of a small Altoid tin.  (the ""small"" not the regular size) That is exactly the size.  Other than that its a 4 star review.",The Size of a small Altoid tin,1484524800,{'Color:': ' Happiness'},
5,,True,"01 10, 2017",AAAJQWWDU2DR5,1935305441,Kevin Cassidy,"Item description says ""works for refrigerator"". My refrigerator broke and these words didn't fix it. But I did write a cool poem.",But I did write a cool poem.,1484006400,{'Color:': ' Strength'},
4,,True,"01 9, 2017",A1LJFXU099BFLL,1935305441,Alexis Briones,I have these magnets up in my cubicle at work and they make an interesting conversation piece.. Not to mention the positive messages that can be made as reminders throughout the day.,I have these magnets up in my cubicle at work ...,1483920000,{'Color:': ' Happiness'},
5,,True,"01 8, 2017",AB45VC7CTW8L2,1935305441,EmilyM,Adorable little tin of magnetic poetry - makes a great gift for under ten dollars!,Five Stars,1483833600,{'Color:': ' Awesome'},
3,,True,"01 6, 2017",A1KP9H3V58A8SL,1935305441,Bridgit,When they say little they mean it! It's super tiny. I almost threw them out in the box thinking they weren't there. But I'm sure my niece loved them anyway.,It's super tiny. I almost threw them out in the ...,1483660800,{'Color:': ' Awesome'},
4,,True,"01 2, 2017",A1R52533T8VM5B,1935305441,Mindy,These are hilarious.,Great for multiple people in the home,1483315200,{'Color:': ' Obscenities'},
5,,True,"12 27, 2016",A3TFHJMTPKJJ06,1935305441,spaz,Just a cute idea.,Five Stars,1482796800,{'Color:': ' Happiness'},
2,,False,"12 25, 2016",AP2NQ82X6FBM9,1935305441,Amazon Customer,Very very tiny,Two Stars,1482624000,{'Color:': ' Obscenities'},
5,,True,"12 25, 2016",A1J7UNRVWLCFK3,1935305441,Amazon Customer,Too dang funny. I bought it for my boyfriend as a stocking stuffer. He and his friends will have fun with this one.,Too dang funny. I bought it for my boyfriend as a ...,1482624000,{'Color:': ' Smut'},
5,,True,"12 25, 2016",A1LVGSPTESTS3Z,1935305441,Megan Johnson,My 3 favorite stoners loved them!,Five Stars,1482624000,{'Color:': ' Weed'},
5,,True,"12 24, 2016",AHFDM3R4J7J3P,1935305441,LuceyLou,"Love it, has all the bad words I'm used to saying. We try to see who can make the worst sentence with the bad words.",$&@/ing awesome!,1482537600,{'Color:': ' Whoop Ass'},
1,2.0,True,"12 19, 2016",A3Q3KKBMFS451H,1935305441,Mommy Bubbles,The box is very tiny. Not worth the price.,too small,1482105600,{'Color:': ' Happiness'},
4,,True,"12 18, 2016",A1FP9B4FWXHQJX,1935305441,Donna Mills,it is just a little box.,thanks,1482019200,{'Color:': ' Hope'},
